Situação;NUP;Tipo;Registrado Por;Possui Denúncia de Descumprim.;Assunto;Subassunto;Tag;Canal de Entrada;Data;Data de Abertura;Prazo de Resposta;Data de Encaminhamento por outro Órgão;Qtde. Total de Encaminhamento(s) por outro Órgão;Esfera;Serviço Federal;"Serviço Não Federal
";Outro Serviço;Órgão Destinatário;Órgão de Interesse;Uf do Local do Fato;Município do Local do Fato;"Data da 1ª Resp.
Interm.";"Data 
Resp. Concl.";Área Responsável Resp. Concl.;Área Responsável 2;Campos Adicionais
Concluída;25072019922202534;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;28/04/2025;OUVID;;
Arquivada;25072019923202589;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;25/04/2025;25/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;;COVIG;;
Concluída;25072019927202567;Reclamação;Cidadão;Não;Serviços e Sistemas;Sistema indisponível;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;07/05/2025;CFMED;;
Arquivada;25072019928202510;Solicitação;Cidadão;Não;Serviços e Sistemas;Sistema indisponível;;Internet;25/04/2025;25/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Matão;;;PAFRE;;
Concluída;25072019940202516;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Queixa técnica;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;28/04/2025;OUVID;;
Concluída;25072019949202527;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Produtos para a saúde;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;05/05/2025;GIMED;;
Concluída;25072019954202530;Solicitação;Cidadão;Não;Serviços e Sistemas;Outros;;Internet;25/04/2025;25/04/2025;26/06/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;24/06/2025;OUVID;;
Concluída;25072019955202584;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Alumínio;;30/04/2025;OUVID;;
Concluída;25072019959202562;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Saneantes - Outros;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Itatiba;;06/05/2025;GEARE;;
Concluída;25072019965202510;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Américo Brasiliense;;07/05/2025;OUVID;;
Concluída;25072019966202564;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;08/05/2025;COVIG;;
Concluída;25072019973202566;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Campos dos Goytacazes;;18/05/2025;OUVID;;
Concluída;25072019979202533;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;07/05/2025;CFMED;;
Concluída;25072019986202535;Reclamação;Cidadão;Não;Informações processuais;;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Poá;;30/04/2025;COFIS;;
Concluída;25072019988202524;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;28/04/2025;COAFE;COISC;
Concluída;25072019998202560;Denúncia;;Não;Defesa e vigilância sanitária;;;E-mail;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;07/05/2025;CCOSM;COISC;
Arquivada;25072020002202569;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PE;Limoeiro;;;CFMED;;
Concluída;25072020007202591;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Alvinlândia;;09/05/2025;OUVID;;
Concluída;25072020013202549;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Certificação CBPF;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Americana;;27/05/2025;COISC;;
Arquivada;25072020014202593;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;;;Internet;25/04/2025;25/04/2025;27/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PE;Limoeiro;;;OUVID;;
Arquivada;25072020017202527;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;25/04/2025;25/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;;COALI;COALI;
Concluída;25072020031202521;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;Internet;25/04/2025;25/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MG;Belo Horizonte;;26/05/2025;CFMED;CFMED;
Concluída;25072020038202542;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;25/04/2025;25/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;28/04/2025;CFMED;;
Concluída;25072020138202579;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Produtos Fumígenos - Irregularidades;;Internet;26/04/2025;26/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;30/04/2025;COFIS;;
Concluída;25072020143202581;Sugestão;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Embalagem/Rótulo/Bula;;Internet;26/04/2025;26/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;28/05/2025;OUVID;;
Concluída;25072020145202571;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Queixa técnica/Reação adversa;;Internet;26/04/2025;26/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PB;Sousa;;28/04/2025;GRECS;;
Concluída;25072020162202516;Solicitação;Cidadão;Não;Atendimento;;;Internet;26/04/2025;26/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;OUVID;;
Concluída;25072020166202596;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Toxicológicos - Irregularidades;;Internet;26/04/2025;26/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;15/05/2025;COALI;;
Arquivada;25072020168202585;Reclamação;Cidadão;Não;Serviços e Sistemas;;;Internet;26/04/2025;26/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PI;Esperantina;;;OUVID;;
Arquivada;25072020178202511;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;26/04/2025;26/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;CCOSM;COISC;
Concluída;18800172622202545;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;27/04/2025;27/04/2025;28/05/2025;28/04/2025;1;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;PAFRE;;"Número do processo do interessado: BR259305591862Q;Número do rastreio da encomenda: BR259305591862Q;CPF do interessado: 11955516731 "
Concluída;25072020235202561;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Desabastecimento;;Internet;27/04/2025;27/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Rio de Janeiro;;30/04/2025;OUVID;;
Concluída;25072020253202543;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Morosidade;;Internet;27/04/2025;27/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;08/05/2025;CFMED;;
Concluída;25072020255202532;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Morosidade;;Internet;27/04/2025;27/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;07/05/2025;OUVID;;
Concluída;25072020256202587;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;27/04/2025;27/04/2025;27/06/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Taubaté;;11/06/2025;OUVID;;
Concluída;25072020272202570;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;27/04/2025;27/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;CFMED;GCPAF;
Concluída;25072020282202513;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Reação adversa;;Internet;27/04/2025;27/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Hortolândia;;30/04/2025;OUVID;;
Concluída;01217004181202537;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Serviços de saúde - Fiscalização de hospital/clínica médica;;Internet;28/04/2025;28/04/2025;11/06/2025;12/05/2025;1;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;09/06/2025;OUVID;;
Concluída;25072020292202541;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Medicamento - Outros;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;19/05/2025;CGTAI;;
Concluída;25072020303202592;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Outros;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;28/04/2025;COAFE;;
Concluída;25072020305202581;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Valinhos;;30/04/2025;COVIG;;
Concluída;25072020312202583;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SC;São José;;07/05/2025;PAFRE;;
Concluída;25072020318202551;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;GO;Goiânia;;14/05/2025;OUVID;;
Concluída;25072020321202574;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;PAFRE;;
Concluída;25072020325202552;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;08/05/2025;GQUIP;;
Concluída;25072020326202505;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Campinas;;20/05/2025;COAFE;;
Concluída;25072020333202507;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;07/05/2025;OUVID;;
Arquivada;25072020340202509;Solicitação;Cidadão;Não;Serviços e Sistemas;Outros;;Internet;28/04/2025;28/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Rio de Janeiro;;;PAFPS;;
Concluída;25072020355202569;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;14/05/2025;ASCOM;;
Concluída;25072020371202551;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Saneantes - Outros;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MG;Uberaba;;08/05/2025;ASCOM;;
Concluída;25072020372202504;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MG;Belo Horizonte;;07/05/2025;COISC;;
Concluída;25072020373202541;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Produtos para a saúde;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;14/05/2025;COSAN;;
Concluída;25072020379202518;Sugestão;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Rio de Janeiro;;30/04/2025;COISC;;
Concluída;25072020391202522;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Osasco;;06/05/2025;COFIS;;
Concluída;25072020395202519;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Rio de Janeiro;;06/05/2025;CFMED;CFMED;
Concluída;25072020396202555;Reclamação;Cidadão;Não;Serviços e Sistemas;;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RS;Porto Alegre;;19/05/2025;COALI;;
Concluída;25072020401202520;Denúncia;Cidadão;Não;Informações processuais;;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;14/05/2025;COALI;;
Concluída;25072020406202552;Reclamação;Cidadão;Não;Atendimento;;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;05/05/2025;OUVID;;
Concluída;25072020407202505;Denúncia;Cidadão;Não;Informações processuais;;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;06/05/2025;CFMED;;
Arquivada;25072020421202509;Reclamação;;Não;Defesa e vigilância sanitária;;;E-mail;28/04/2025;28/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;;OUVID;;
Concluída;25072020424202534;Reclamação;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MS;Naviraí;;30/04/2025;COISC;;
Concluída;25072020426202523;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Alimentos/Cosméticos/Saneantes/Outros;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SC;Itajaí;;06/05/2025;CCMED;CCMED;
Concluída;25072020430202591;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Dificuldade de obtenção;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MS;Naviraí;;30/04/2025;OUVID;;
Arquivada;25072020432202581;Denúncia;;Não;Defesa e vigilância sanitária;;;Outros;28/04/2025;28/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;CFMED;;
Concluída;25072020437202511;Solicitação;;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;E-mail;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;COALI;COALI;
Concluída;25072020439202501;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;OUVID;;
Concluída;25072020441202571;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Morosidade;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;07/05/2025;CCTAB;;
Concluída;25072020445202550;Reclamação;;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;E-mail;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;09/05/2025;CBRES;CBRES;
Concluída;25072020463202531;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;DF;Brasília;;09/05/2025;OUVID;;
Concluída;25072020468202564;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;GO;Anápolis;;30/04/2025;PAFRE;;
Concluída;25072020472202522;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;MG;Belo Horizonte;;14/05/2025;COISC;;
Concluída;25072020479202544;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Rio de Janeiro;;05/05/2025;OUVID;;
Concluída;25072020481202513;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;GO;Ipameri;;30/04/2025;OUVID;;
Concluída;25072020485202500;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;PAFRE;;
Concluída;25072020487202591;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Outros;;Internet;28/04/2025;28/04/2025;28/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;AM;Manaus;;29/04/2025;GIMED;;
Concluída;25072020507202523;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Serviços de saúde - Fiscalização de hospital/clínica médica;;Internet;28/04/2025;28/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;27/05/2025;COAFE;;
Concluída;25072020511202591;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;28/04/2025;28/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;30/04/2025;COAFE;;
Concluída;25072020512202536;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;Internet;28/04/2025;28/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Belford Roxo;;15/05/2025;COFIS;;
Concluída;25072020513202581;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;Internet;28/04/2025;28/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;29/05/2025;COFIS;;
Concluída;25072020515202570;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Solicitação;;Internet;28/04/2025;28/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;PAFRE;;
Concluída;25072020520202582;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Queixa técnica;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Santos;;29/04/2025;GFARM;;
Concluída;25072020543202597;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;30/04/2025;GRECS;;
Concluída;25072020604202516;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Desabastecimento;;Internet;29/04/2025;29/04/2025;29/05/2025;29/04/2025;1;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Santos;;06/05/2025;GRECS;;
Concluída;25072020608202502;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Queixa técnica/Reação adversa;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;CE;Fortaleza;;29/04/2025;CFMED;;
Concluída;25072020612202562;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Santos;;07/05/2025;COVIG;;
Concluída;25072020615202504;Solicitação;Cidadão;Não;Certidões e Declarações;CIVP - Dificuldade de obtenção;Ouvidoria Interna;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PE;Recife;;30/04/2025;PAFRE;;
Concluída;25072020629202510;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Produtos para a saúde;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RS;Porto Alegre;;07/05/2025;COALI;COISC;
Concluída;25072020638202519;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;São Paulo;;06/05/2025;COFIS;;
Concluída;25072020641202524;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;18/05/2025;PAFRE;;
Concluída;25072020642202579;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Porte de empresa;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;SP;Cabrália Paulista;;29/04/2025;GQUIP;;
Concluída;25072020658202581;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Outros;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RJ;Rio de Janeiro;;29/04/2025;GEMAT;GQUIP;
Concluída;25072020666202528;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cadastro de empresa/Responsável Técnico;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;RN;Natal;;16/05/2025;GEMAT;;
Arquivada;25072020671202531;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;29/04/2025;29/04/2025;;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;GO;Goiânia;;;CGTAI;;
Concluída;25072020673202520;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;09/05/2025;GSTCO;;
Concluída;25072020677202516;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Alimentos/Cosméticos/Saneantes/Outros;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PE;Recife;;07/05/2025;COSAN;;
Concluída;25072020688202598;Denúncia;;Não;Defesa e vigilância sanitária;Outros;;E-mail;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;29/04/2025;GEMAT;;
Concluída;25072020690202567;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Outros;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PE;Recife;;07/05/2025;PAFPS;;
Concluída;25072020692202556;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;PR;Curitiba;;14/05/2025;COVIG;;
Concluída;25072020695202590;Reclamação;;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;06/05/2025;COISC;;
Concluída;25072020697202589;Reclamação;;Não;Defesa e vigilância sanitária;Cosméticos - Outros;;Outros;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;07/05/2025;COISC;;
Concluída;25072020702202553;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;Internet;29/04/2025;29/04/2025;29/05/2025;;0;Federal;;;;ANVISA – Agência Nacional de Vigilância Sanitária;;;;;06/05/2025;OUVID;;
