Tipo de Manifestação;Assunto;Subassunto;Resposta à Pesquisa;Resposta à pesquisa;Respostas à Manifestação;Resposta à manifestação;A sua demanda foi atendida?;A resposta fornecida foi fácil de compreender?;Você está satisfeito(a) com o atendimento prestado?;Nº Manifestação;Teor da Demanda;Parecer da área técnica;Deixe aqui seu comentário:;Necessidade de Reabertura;Área
Denúncia;Defesa e vigilância sanitária;Medicamento - Irregularidades;04/07/2025;04/07/2025 19:32;04/07/2025;04/07/2025 12:18;Parcialmente Atendida;Fácil de compreender;🙂 Satisfeito;25072.031706/2025-67;"Queria denunciar um CNPJ responsável pela venda de supostos medicamentos e terapias cujas substâncias além de serem desconhecidas (pois não constam no rótulo dos produtos), não possuem comprovação de eficácia, podendo ser danosas aos indivíduos que as utilizam. O CNPJ da empresa é: 53463885/0001-87, conhecida como Life Quantic Serviços LTDA.

";Prezado, Recebemos a denúncia sobre a comercialização do produto Equilibrium Spectrum. Será iniciada a investigação, e para que possamos compor o dossiê, seria possível que fossem encaminhadas informações sobre o local onde esses produtos estão sendo comercializados. Atenciosamente, CFMED | COORDENAÇÃO DE FISCALIZAÇÃO SANITÁRIA DE MEDICAMENTOS, PRODUTOS BIOLÓGICOS E INSUMOS FARMACÊUTICOS;"Boa noite. Conforme solicitado, o endereço de onde isso foi enviado vem de ""QUADRA QS 1 RUA 210 LOTE, 3436, 71950770 AREAL AGUAS CLARAS, 5300108, DF"". É isso o que consta no pacote. Gostaria também que o anonimato da minha denúncia fosse mantido.

Agradeço a atenção de vocês ao caso desde já.";;CFMED
Solicitação;Defesa e vigilância sanitária;Alimentos - Outros;07/07/2025;07/07/2025 10:25;03/07/2025;03/07/2025 14:49;Sim;Muito fácil de compreender;😐 Regular;00263.000962/2025-34;"A empresa TAPIRI COMÉRCIO DE ALIMENTOS EIRELI, inscrita no CNPJ 04.005.997/0001-23, realizou no mês de maio um parcelamento referente à inscrição 3.078.000576/25-75. Informamos que a empresa já se encontra na segunda parcela do referido parcelamento, estando com todos os pagamentos em dia até a presente data.

Contudo, verificamos que o cadastro da empresa permanece bloqueado junto à SUFRAMA, conforme imagem anexa.

Em contato com a própria SUFRAMA, foi-nos informado que a restrição permanece devido a pendências junto à ANVISA, que ainda não efetuou a retirada do apontamento, o que vem mantendo o bloqueio ativo.

Diante do exposto, solicitamos gentilmente a análise e a possibilidade de retirada do bloqueio, a fim de que possamos prosseguir com o desbloqueio cadastral da empresa e a normalização das suas atividades.

Desde já, agradecemos a atenção e colocamo-nos à disposição para eventuais esclarecimentos.";"Prezado,

Após avaliação do CNPJ 04.005.997/0001-23 (TAPIRI COMÉRCIO DE ALIMENTOS EIRELI,) em nosso sistema, informamos que, em relação do parcelamento de débito n. 34.144 (proc. 25747.106245/2011-41, a baixa do CADIN já foi efetivada, conforme documento em anexo.

No entanto, há outra pendência no CADIN, esta relativa ao processo n. 25747.117096/2010-79 (Déb. 35.382) e não se encontra mais aos cuidados desta GEGAR. Atualmente, o citado processo (débito) está sob responsabilidade da Procuradoria junto à ANVISA, para avaliação de inscrição em Dívida Ativa.

Sendo assim, para eventual quitação ou também o parcelamento da dívida acima, pedimos que entre em contato direto com a Coordenação de Dívida Ativa - CODVA (setor da Procuradoria/ANVISA) através do e-mail codva@anvisa.gov.br

Att,

Equipe de Cobrança Administrativa - GEGAR";Agradeço o retorno ;;GEGAR
Reclamação;Defesa e vigilância sanitária;Saneantes - Outros;08/07/2025;08/07/2025 08:39;18/06/2025;18/06/2025 16:27;Parcialmente Atendida;Fácil de compreender;😠 Muito Insatisfeito;25072.030404/2025-71;"Estamos no aguardo da publicação do recurso retratado do registro de um produto saneante desde 16-04-2025, a empresa não pode vender o produto pelo fato de não ter saido no Diário Oficial, já se passaram 2 meses da reconsideração do indeferimento do processo:
Nome do Produto: ÚNICA CLORO ATIVO 10
Favorecido: 53.187.498/0001-00 - ÚNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA ME
Assunto: 3769 - REG. SANEANTES - Recurso Administrativo
Número do Processo: 25351284524202470
Número de Transação: 7810702024";"Prezado(a) Senhor(a),

Informamos que houve uma alteração no procedimento de recursos administrativos na GGCOS, exigindo a adequação deste processo ao novo formato.
Ressaltamos que a área técnica está priorizando essa publicação para garantir sua conclusão o mais breve possível.
Pedimos desculpas pela demora e agradecemos sua compreensão.

Atenciosamente,
Anvisa | Agência Nacional de Vigilância Sanitária";"a resposta veio dia 18-06-2025, e ate hoje dia 08-07-2025, não foi resolvido o processo, a empresa continua sem poder produzir e vender seu produto devido a NÃO PUBLICAÇÃO NO DIARIO OFICIAL, assunto retratado em 16-04-2025 e  ainda não publicado.
Absurdo";Reaberta;COSAN
Denúncia;Defesa e vigilância sanitária;Medicamento - Irregularidades;09/07/2025;09/07/2025 20:14;26/04/2024;26/04/2024 07:54;Não;Fácil de compreender;🙁 Insatisfeito;25072.019431/2024-11;"Na qualidade de médico e perito médico judicial tenho o DEVER de denunciar a farmácia DROGASIL e RAIA ( mesmo grupo).

Sou cliente a muitos anos e sempre tentam me ""empurrar"" quantidade excessivas de psicotrópicos( antidepressivos), mesmo especificado a quantidade de comprimidos na receita médica, isto sempre me incomodou, até que me assessorei juridicamente. Pois bem, conforme assessoria jurídica, obtive a nota fiscal impressa, foto do farmacêutico e o produto comprado.

Esclareço...
No dia 30/03/2024 me dirigi a farmácia DROGASIL situada a rua Coelho Lisboa, 390, Tatuapé, São Paulo- S.P., solicitei ao farmacêutico responsável( não técnico de farmácia) senhor JOÃO o psicotrópico ELIFORE 100mg, quem faz uso é minha esposa Mayara Aparecida Zanganelli, o farmacêutico me pergunta quantas caixas gostaria de levar, imediatamente respondo que seria a quantidade especificada na receita médica , mesmo assim o farmacêutico insistiu a compra por mais caixas, me identifiquei como médico e prescritor, relatei que o iria denuncia lo, que o mesmo infringe a Resolução do Conselho Federal de Farmácia.

Esta denúncia também será encaminhada ao CONSELHO REGIONAL DE MEDICINA DO ESTAO DE SAÕ PAULO.

Acrescento... são vários relatos de meus pacientes que estão adquirindo caixas(plural) de psicotrópicos nesta farmácia, pois meu consultório médico se situa no mesmo bairro e os pacientes residem na região do Tatuapé e compram na DROGASIL.

Ressalto que é descrita minuciosamente a posologia e quantidade especificada em cada receita. Infringe a Resolução do Conselho Federal de Farmácia que não é permitido a venda de DUAS, TRES, QUATRO caixas e que na receita consta a QUANTIDADE ESPECIFICADA.

Meus pacientes estão cientes que a farmácia Drogasil não esta cumprindo a legislação vigente , não sendo rigorosa as diretrizes e CAUSANDO INSEGURANÇA AOS PACIENTES, pois alguns pacientes(leigo) entendem que devem retornar ao médico quanto término da medicação, isso é GRAVE.

Os mesmo estão sendo assessorados para comprovar tal p´rática ilegal.

Senhores da ANVISA solicito avaliação do caso e conduta, finalizo com gratidão e respeito a este órgão.

Estou disponível para quaisquer esclarecimentos e dúvidas.

Dr. Guilherme Cesar Aranibar Ghiraldini
CRM- SP 163232.";"Prezados,

Agradecemos por ter entrado em contato conosco para relatar sua reclamação. A participação da população visando à qualidade dos produtos sujeitos à vigilância sanitária é muito importante para fortalecer o Sistema Nacional de Vigilância Sanitária e, consequentemente, a garantia da qualidade desses produtos no mercado brasileiro.
Em atenção à sua denúncia, informamos que a Gerência Geral de Inspeção e Fiscalização Sanitária tomará as providências cabíveis em relação à possível infração e seus responsáveis.

Atenciosamente
ANVISA

Por favor, responda a pesquisa de satisfação e avalie nosso atendimento.";"Quais medidas foram adotadas por gentileza? Eles continuam vendendo psicotrópicos em excesso, causando risco a população. Foi enviado a denúncia ao CRF ?
";;CFMED
Reclamação;Defesa e vigilância sanitária;;09/07/2025;09/07/2025 10:00;07/07/2025;07/07/2025 14:57;Não;Regular;🙁 Insatisfeito;25072.034010/2025-92;"Assunto: Intolerância religiosa

Tem alguém botando ratos na minha casa aqui em Belford roxo lugar são Francisco de Assis
Tá entrando muitas ratasanas já veio mais que duas até agora não descobri quem tá fasendo isso de por ratos na minha casa antes era essa clara vitória ribeiro coelho e Itamar Paiva Gonçalves";"Prezado(a) Senhor(a),

Agradecemos o seu contato e informamos que a equipe da Ouvidoria analisou sua mensagem, porém, esse assunto não é de competência da Anvisa.

A Anvisa concede registros, certificados e licenças para fabricantes e prestadores de serviço que lidam com bens, produtos e insumos relacionados à saúde e estabelece as normas e os padrões sanitários que devem ser adotados no País.

Lamentamos, mas não foi possível o acolhimento de sua demanda.

Atenciosamente,
Agência Nacional de Vigilância Sanitária | Anvisa";Eu entendi que não e aqui que ajuda contra infestação de ratos ;;ANVISA
Reclamação;Defesa e vigilância sanitária;"Alimentos - Irregularidades

";14/07/2025;14/07/2025;14/07/2025;14/07/2025 16:38;Parcialmente Atendida;Muito difícil de compreender;😠 Muito Insatisfeito;25072.033766/2025-14;"SRS,
BOA TARDE,
TENHO DEFICIENCIA AUDITIVA E NÃO POSSUO APLICATIVO E RESIDO SÓ, SOLIICITEI UM COLEGA ENTRASSE SITE SHOPEE /SP, ESTAVA 5 CA´PS. CARFDO MARIANO MARCA LIFE NATURAL 120 CAPS.500MG E ALCACHOFRA MARCA FORT NUTRITION E ESPINHEIRA SANTA NURI LIFE ROTULO 120 GRS. CAPSULADOS , ABRI 1 DAS CAPSULAS E NÃO SENTI PARECE FARINHA MISTURA E DA ALCACHCHOFRA TENTEI SENTI CHEIRO E NÃO TEM NEM AMARGO AI PEGUEI OS NOMES E E-MAIL ENVIEI AO MESMOS O FABRICANTE E GOSTARIA SE POSSIVEL ANVISA PUDESSE FAZER UMA BUSCA RIGOROSA NESTES QUE VENDEM CAPS. E PODE NÃO SER O QUE PRECISAMOS E NEM OBTIVE RESPOSTA POR PARTE DOS MESMOS INCLUSIVE CNPJ NÃO EXISTE SOMENTE E-MAIL QUEM ESTÁ VENDENDO ESTÁ CHEIO SITES FABRICAM CAPSULADOS E VENDEM LOJISTAS ADOIDADO , PRECISARIA VERIFICAR SE ISSO PODE SER COISA MÁ FÉ
EU FIQUEI ATENTA E ESTOU RECEIO TOMAR NÃO SER VERDADEIRO GENTE PENSA. SEGUE O QUE EU TENHO NOTIFICAREM ESTAS E MUITOS ESTÃO NO SITE RUA CONCORDIA TEM MONTE VENDENDO SEM REGISTROS CARDO MARIANO BOM PARA GORDURA FIGADO ESTÁ NO POTE DESTE E-MAIL (PEDRONATURLIFE@HOTMAIL.COM) ALCACHOFRA (FORTNUTRITION09@GMAIL.COM ) DE AMBAS ALCACHOFRA E CARDO MARIANO CONTEM MESMO DIZER PROS.DISPENSADO DE REGISTRO CFE.A RDC ANVISA NR.2402018, CUJO TEL. RESP. QUIMICA PRISCILIA BATISTA ALVES CRQ 21400508 SAC TEL. 28 99965-3754 ESPINHEIRA SANTA TAMBÉM ISENTO ANVISA CNPJ 48.867.129/0001-28 JD.AMALIA CEP RUA ELVIRA MARTINALI FOMER 106 COMERCIALIZADO PELO MESMOS. E MAQNDEI AO SUPORTE SITE SHO´PEE PRODS. NÃO SÃO NATURAIS AGORA ELES ESTÃO COLOCANDO PROMOÇÃO E MIDIA FALANDO DO MESMO E A EMPRESA NÃO REPONDEU . PEÇO VIGILANCIA SANITARIA ENTRE EM OPERAÇÃO PARA VERIFICAÇÃO TODOS CAPSULAS ESTÃO SENDO VENDIDOS POR LEBRE TODOAS REGIÕES ISSO MISTURA TRONCO MOIDO DE QUALQUER COISA E MESMA MISTURA , DEVERIA SER DIFERENTE , MAS NÃO É PRODUTO EM SI
PEÇO URGENCIA PROVIDENCIAS EU PAGUEI MAIS 200,00 SHOPEE E SITE SAFADO MERCADO LIVRE TAMBÉM VENDE GATO POR LEBRE , ESTÁ CHEIO NAS CASAS NORDESTINAS E ESSAS FRANQUIADAS E NOS SITES INTERNET FABRICANTES PRODS.CAPSULADOS ISSO TUDO ENGANOSO POR FAVOR. VERIFIQUEM .
DEIXO MEU E-MAIL (NANFM2994@GMAIL.COM) TEL CONTATO MINHA IRMÃ DAYSE NÃO RESIDE COMIGO 11- 96504-1166 ISSO COLOCAR VIDA DAS PESSOAS EM RISCOS TEM SER NOTIFICADO PELA ANVISA PARA SABER SE É VERDADEIRO OU NÃO.!!!!
AGUARDO VIA MEU COMPUTADOR NÃO SEI LIDAR COM APLICATIVOS E NÃO POSSUO TENHO 69 ANOS.
ESPERO ANVISA FAÇA LEVANTAMENTO EM TODOS BRASIL VAI TER MUITA COISA SUJEIRA.
ATENCIOSAMENTE,
NANCI APARECIDA MARQUE
011.250.898-73";"Prezado(a) usuário (a),
Agradecemos por ter entrado em contato conosco para relatar sua denúncia. A participação da população visando à qualidade dos produtos sujeitos à regulação da ANVISA é muito importante para fortalecer o Sistema Nacional de Vigilância Sanitária e, consequentemente, a garantia da qualidade dos produtos no mercado brasileiro.
Esclarecemos que suplemento alimentar é uma categoria de alimentos e
assim, de acordo com a legislação brasileira, suplementos alimentares não
podem ter indicações ou finalidades terapêutica. Suplementos alimentares
não são medicamentos e, por isso, não servem para tratar, prevenir ou
curar doenças. Portanto, as alegações de qualquer tratamento, são irregulares. Diante de situações de doenças, procure sempre atendimento médico e/ou psicológico.
Pelas informações prestadas, não encontramos elementos suficientes para iniciar uma investigação. Desta forma, pedimos que, se possível, nos sejam enviadas provas adicionais, preferencialmente links de venda (em formato PDF, se possível), fotos de todas as faces do rótulo (para que seja possível identificar o fabricante e, se disponível, o número de lote, data de fabricação e prazo de validade), de panfletos, notas fiscais das compras, entre outros, que comprovem a denúncia. Tais informações são essenciais para subsidiar a investigação da denúncia.??
Atenciosamente,

Equipe técnica - COALI/GIASC/GGFIS/ANVISA";"MEU PONTO DE VISTA  NÕ SERIA EU ALÉM FICAR PRTICAMENTE DIGITANDO MAIS  QUE PUDESSE  AINDA TER ENVIAR  FOTOS E  OUTROS QUE ORGÃO PUBLICO TERIA TER INTERESSE EM BUSCAR FONTES E NOTIFICAR . FALTA TEMPO PERDIDO  NESTE ATUAL DESGOVERNO E FUNCIONALISMO PUBLICO . ACHO SÓ VAI FUNCIONAR APÓS CAIR ESTE E TODOS . AI TEREMOS BRASIL ORDEM E PROGRESSO E JUS AS METAS
FAZ  DESTA NAÇÃO A EXCELENCIA.!!!!
GRATIDÃO
NANCI";;COALI
Denúncia;Defesa e vigilância sanitária;Cosméticos - Queixa técnica/Reação adversa;15/07/2025;15/07/2025 22:33;14/07/2025;14/07/2025 11:12;Não;Muito fácil de compreender;🙁 Insatisfeito;25072.035128/2025-38;"Boa tarde, comprei um creme dental de marca Colgate na qual segundo informações em site está proibido a venda, comprei e usei meus lábios ficaram doloridos a língua como se estivesse totalmente queimada e um incômodo total na região bocal, o produto ainda está a venda no super mercado da minha cidade comprei no supermercado são Lucas em Itabaiana Sergipe às prateleiras estão cheias dele, então vcs da Anvisa cobrem de quem de direito para fiscalização do produto proibido a comercialização pois trouxe problemas para mim e familiares, obrigado e fiscalizar é com vcs da Anvisa.

";"Prezado(a) Senhor(a),
Agradecemos por relatar sua experiência com o creme dental Colgate Total Prevenção Ativa Clean Mint. Lamentamos muito pelo desconforto e pelos sintomas que você enfrentou, e valorizamos sua iniciativa em contribuir para a segurança de outros consumidores.
Para que a Anvisa possa avaliar o caso e adotar as medidas cabíveis, solicitamos que realize o registro formal do evento adverso no Sistema e-Notivisa por meio do link:
https://www.gov.br/pt-br/servicos/notificar-problemas-com-produtos-sujeitos-a-vigilancia-sanitaria
Esse sistema, destinado a qualquer cidadão, é o canal oficial para relatos de eventos adversos relacionados a produtos cosméticos, incluindo cremes dentais.
Ao preencher o formulário, pedimos que inclua as seguintes informações para uma melhor análise do caso:
Número de regularização do produto (presente na embalagem, no formato 25351.XXXXXX/20XX-YY);
Fotos do produto utilizado (incluindo a embalagem e o lote);
Imagens das lesões ou reações adversas apresentadas;
Descrição detalhada dos sintomas e do tempo de aparecimento após o uso do produto;
Indicação se buscou atendimento médico, odontológico ou outro serviço de saúde para tratar o problema e, se possível, um breve resumo da conduta adotada pelo profissional de saúde.
Ao relatar o seu caso no e-Notivisa, você contribuirá para o aprimoramento da vigilância sanitária e ajudará a evitar que outros consumidores passem por situações semelhantes.
A empresa responsável pelo produto será notificada e terá a oportunidade de apresentar sua análise técnica sobre o ocorrido, além de implementar medidas corretivas, se necessário. Esse processo é essencial para garantir a qualidade e a segurança dos produtos comercializados.
Por oportuno, informamos que a Anvisa tem adotado medidas sanitárias para garantir a segurança dos consumidores. Como parte dessas ações, a Agência determinou a interdição do creme dental Colgate Total Clean Mint, conforme divulgado em nosso portal oficial:
https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2025/anvisa-interdita-creme-colgate-total-clean-mint
Reforçamos nosso compromisso com a proteção da saúde dos consumidores e permanecemos à disposição para quaisquer esclarecimentos adicionais.
Atenciosamente,

Anvisa

";Poucos brasileiros tem acesso a informação,eu mim comprometer a informar de um produto que está a venda e esse produto proibido ainda se encontra nas prateleiras do supermercado e a Anvisa pedir para eu fazer uma nova reclamação em outro canal de atendimento, por isso muitas pessoas não reclamam nada porque a dificuldade e burocracia é grande, nem todos brasileiros tem internet muitas vezes consegue um pouco para fazer a denuncia e a Anvisa dificulta tudo mandando refazer, desistir e mim sinto um burro pensando que tinha ajudado de alguma forma, mandei detalhes na minha reclamação meus dados e do supermercado pois não tenho mais condições de fazer a réplica da reclamação vcs que mandem os responsáveis que ganham bem fiscalizar e punir a empresa que está vendendo produtos proibido ou não proiba a venda a denuncia foi feita agora é com vcs da Anvisa que fiscalizem e faça valer o que determinarem a Colgate.;;ANVISA
Reclamação;Atendimento;;15/07/2025;15/07/2025 14:27;05/05/2025;05/05/2025 11:17;Sim;Muito fácil de compreender;😀 Muito Satisfeito;25072.020406/2025-52;"No dia 28/02/2025 encaminhamos um questionamento à ANVISA, mais especificamente à COFAR, sob nº de protocolo 2025063050 (anexos, pergunta e resposta). Segue conteúdo do mesmo: ""À COFAR, Prezados, Em resposta ao questionamento número 2025055733, com a atualização da
farmacopeia, houve alteração somente na especificação do teste, permanecendo igual o preparo de amostra,
padrão, concentrações de trabalho (Amostra a 0,05% (p/V) em álcool etílico) e faixa de varredura (200nm a
350nm). A empresa verificou em alguns laudos da matéria prima já aprovada, resultados máximos em 253
nm conforme especificação da edição anterior. Como não houve nenhuma alteração na metodologia, o teste
continuará apresentando resultados iguais aos resultados já obtidos anteriormente, consequentemente, fora
da nova especificação. Desta forma, surgiu a seguinte dúvida, como a empresa deve proceder a partir de
agora caso os resultados apresentem máximo em 253 nm, uma vez que não houve atualização no preparo de
amostra, padrão, concentrações de trabalho (Amostra a 0,05% (p/V) em álcool etílico) e faixa de varredura
(200nm a 350nm)? Em anexo, a empresa apresenta um comparativo entre a 6ª e a 7ª edição da Farmacopeia
Brasileira, demonstrando que houve alteração somente na especificação do teste.""
Na data 25/03/2025, recebemos a seguinte resposta do protocolo 2025063050: ""Prezado(a) Senhor(a),
Em atenção a sua solicitação, informamos que o seu questionamento foi encaminhado aos especialistas da
Farmacopeia Brasileira responsáveis pelo assunto em tela. A resposta final será encaminhada posteriormente por e- mail.""

Porém, passados 30 dias, não recebemos nenhum posicionamento final e conclusivo que nos sanasse a presente dúvida. Precisamos de um posicionamento final.";"Prezado Sr. Usuário,

Informamos que diante do seu questionamento e após debate no Comitê Técnico Temático de Insumos Farmacêuticos (CTT-IF), os membros concluíram que para uma resposta precisa a monografia será reavaliada laboratorialmente. Após este estudo, os resultados serão novamente apresentados a todos os membros do citado CTT. A deliberação deste comitê será compartilhada com o usuário.

Atualizamos que os pesquisadores já possuem a amostra. Contudo, caso possua interesse em colaborar com a Farmacopeia, o usuário poderá encaminhar os dados analíticos encontrados em sua análise para colaboração com o processo de reavaliação do referido ensaio, por meio do email corporativo farmacopeia@anvisa.gov.br. Por favor, sinalize no título que se trata de demanda para ser encaminhada ao CTT-IF.

Atenciosamente,

COFAR";Obrigado ANVISA;;COFAR
Sugestão;Defesa e vigilância sanitária;Canabidiol - Outros;16/07/2025;16/07/2025 13:43;27/06/2025;27/06/2025 15:22;Sim;Muito fácil de compreender;😀 Muito Satisfeito;25072.025742/2025-91;"RESOLUÇÃO CONJUNTA Nº XX/2025 – ANVISA / MINISTÉRIO DA SAÚDE / MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO / MINISTÉRIO DA JUSTIÇA / MINISTÉRIO DA CIÊNCIA E TECNOLOGIA / PRESIDÊNCIA DA REPÚBLICA

Dispõe sobre a regulamentação do cultivo, processamento, distribuição e uso do cânhamo (Cannabis sativa L., com teor de THC aceitável) e da Cannabis medicinal e recreativa em todo o território nacional, para fins terapêuticos, científicos, industriais, espirituais, econômicos e sociais.

O CONSELHO DIRETOR DA AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA – ANVISA, em conjunto com os Ministérios signatários, no uso das atribuições que lhe conferem a Lei nº 9.782, de 26 de janeiro de 1999, o artigo 225 da Constituição Federal, os princípios da dignidade humana, da liberdade científica, do desenvolvimento sustentável e do acesso universal à saúde:

Considerando os avanços científicos que comprovam os benefícios terapêuticos dos canabinoides na saúde humana, em especial no tratamento de epilepsia, dor crônica, transtornos de ansiedade, Parkinson, câncer e diversas outras patologias;

Considerando a necessidade de promover uma política pública de racionalidade científica, liberdade médica e econômica, reduzindo a criminalização de condutas sociais e promovendo inclusão produtiva, sustentabilidade e soberania nacional sobre os derivados da Cannabis;

Considerando o potencial agroindustrial e biotecnológico do cânhamo e seus derivados para as cadeias produtivas brasileiras: bioplásticos, tecidos, alimentos, fármacos, combustíveis, cosméticos e materiais de construção;

Considerando a jurisprudência internacional e as diretrizes da Organização Mundial da Saúde (OMS) e da Organização das Nações Unidas (ONU), que já recomendam a revisão do status proibitivo da planta;

RESOLVE:


CAPÍTULO I – DAS DISPOSIÇÕES GERAIS

Art. 1º Fica regulamentado, em todo o território nacional, o cultivo, o processamento, a industrialização, a pesquisa, a comercialização e o uso do cânhamo (Cannabis sativa L.) e da Cannabis com fins medicinais, recreativos, espirituais, científicos e industriais.

Art. 2º Para os efeitos desta Resolução, considera-se:

I – Cânhamo: as variedades da planta Cannabis sativa L. com teor de tetrahidrocanabinol (THC) inferior a 1%, aptas ao uso industrial, medicinal ou alimentar;

II – Cannabis medicinal: qualquer derivado vegetal, sintético ou semissintético da Cannabis utilizado com finalidade terapêutica, sob prescrição profissional;

III – Uso adulto ou recreativo responsável: o consumo consciente e regulado da planta por maiores de 21 anos, sem prejuízo à ordem pública ou segurança sanitária;

IV – Uso espiritual e cultural: as práticas legítimas de natureza ancestral, ritualística ou filosófica em que o uso da planta está inserido no contexto de liberdade de culto, arte ou saber tradicional.


CAPÍTULO II – DO CULTIVO E PRODUÇÃO

Art. 3º É autorizado o cultivo de cânhamo e cannabis no Brasil, mediante registro e fiscalização da ANVISA, MAPA e órgãos estaduais competentes, respeitando critérios técnicos, ambientais e sanitários.

§1º Agricultores familiares, cooperativas, comunidades tradicionais e povos indígenas terão prioridade no acesso às licenças de cultivo com apoio técnico e financiamento público.

§2º As sementes certificadas, linhagens nacionais e variedades adaptadas ao solo e clima brasileiro serão fomentadas por meio de programas de pesquisa e bancos genéticos públicos.

CAPÍTULO III – DO USO MEDICINAL

Art. 4º Fica autorizado o uso medicinal da Cannabis em todas as suas formas, inclusive in natura, óleos, extratos, flores, cápsulas, cremes ou vaporizadores, desde que prescritos por profissional habilitado.

§1º O SUS deverá ofertar, gratuitamente, medicamentos à base de cannabis para pacientes com indicação médica, conforme protocolo clínico.

§2º Empresas nacionais com autorização sanitária poderão fabricar e distribuir medicamentos derivados de Cannabis no território nacional e para exportação.

CAPÍTULO IV – DO USO RECREATIVO E ESPIRITUAL

Art. 5º É permitido o uso recreativo e espiritual da Cannabis para maiores de 21 anos, em ambientes controlados, residências particulares, clubes licenciados e centros culturais com cadastro público.

§1º Fica proibido o consumo em ambientes escolares, infantis, veículos automotores em movimento e outros locais expressamente determinados por lei municipal ou estadual.

§2º Não constitui crime o porte de até 25g de flor seca ou derivados equivalentes para uso pessoal. Acima desse limite, cabe apuração da finalidade pelo devido processo legal.


CAPÍTULO V – DA INDUSTRIALIZAÇÃO E PESQUISA

Art. 6º Qualquer pessoa física ou jurídica poderá desenvolver produtos com derivados de cânhamo, incluindo fibras, alimentos, suplementos, cosméticos, materiais de construção, papel, plástico biodegradável e bioenergia.

Art. 7º As universidades, institutos de pesquisa e startups terão liberdade científica e técnica para pesquisar a planta em todos os seus aspectos: genéticos, farmacológicos, industriais, ambientais e culturais.


CAPÍTULO VI – DO CONTROLE, FISCALIZAÇÃO E EDUCAÇÃO

Art. 8º A ANVISA, MAPA, Ministério da Saúde e órgãos estaduais criarão sistemas integrados de controle, rastreamento, fiscalização e certificação da cadeia da cannabis.

Art. 9º O Ministério da Educação promoverá campanhas de esclarecimento público sobre os usos científicos, médicos e industriais da planta, combatendo estigmas, mitos e preconceitos históricos.

CAPÍTULO VII – DAS DISPOSIÇÕES FINAIS

Art. 10 Os órgãos federais, estaduais e municipais deverão implementar esta Resolução no prazo máximo de 180 dias, adequando suas normativas setoriais à presente regulamentação.

Art. 11 Esta Resolução entra em vigor na data de sua publicação.

Brasília, XX de XXXXX de 2025.

Presidente da ANVISA
Ministro da Saúde
Ministro da Justiça e Segurança Pública
Ministro da Agricultura e Pecuária
Ministro da Ciência, Tecnologia e Inovação
Presidência da República

";"Prezado,

A proposição de Projetos de Lei é atribuição do Presidente da República, sendo assim sugerimos que entre em contato com a Casa Civil, área responsável por esse tema.

Prezados,
Segue manifestação recebida nesta ouvidoria, cujo assunto é de competência dessa área técnica.
Dessa forma, solicitamos a gentileza de uma resposta ao cidadão.
Quaisquer dúvidas, estamos à disposição.
Atenciosamente,
Equipe Ouvidoria";Obrigado ;;ASPAR
Reclamação;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;17/07/2025;17/07/2025 12:07;17/07/2025;17/07/2025 11:57;Sim;Fácil de compreender;😀 Muito Satisfeito;25072.035592/2025-24;A encomenda IX031588476BR estava em processo de desembaraço pela RFB, e foi autorizada a importação dia 30/06, o imposto foi pago no mesmo dia, porém ontem recebi a informação a que mesma foi direcionada a ANVISA para análise dia 08/07/2025. Qual o prazo para a conclusão e liberação para entrega? Obrigada,;"Prezado Senhor,
Informamos que a remessa Postal IX031588476BR foi designada para ANVISA em 08/07/2025 conforme Sistema SISCOMEX Remessa – SISREM. Informamos que não é possível qualquer ação da Anvisa até que a remessa seja apresentada fisicamente.
Esclarecemos que a guarda e manuseio das remessas postais constitui procedimento operacional postal sob competência da Empresa Brasileira de Correios e Telégrafos conforme o disposto no artigo 25, inciso IV do Decreto n. 1.789, de 1.996. Nenhuma remessa fica sob a guarda da Anvisa. Assim, para que a inspeção física e anuência da importação seja realizada pela ANVISA, é necessário que a Empresa Brasileira de Correios e Telégrafos, proceda a apresente fisicamente a remessa internacional para a fiscalização sanitária. A fiscalização da ANVISA somente ocorre na presença de um funcionário da Empresa Brasileira de Correios e Telégrafos, não permanecendo em nenhum momento de posse da remessa Postal Internacional.
Orientamos que entre em contato com a Empresa Brasileira de Correios e Telégrafos por meio da Central de Atendimento ao Cliente – CAC 0800 725 0100 e solicite o registro de Pedido de Informação quanto a localização de sua remessa internacional. Sugerimos ainda que acesse a Ouvidoria da Empresas Brasileira de Correios e Telégrafos (ECT).
Atenciosamente,
PAFRE/Gerência de Controle Sanitário de Produtos e Empresas em Portos, Aeroportos, Fronteiras e Recintos Alfandegados - GCPAF/PAFRE";;;PAFRE
